name,address,manager,phone,fax,street,city,zip,province,id,address_original,llaccuracy,lat,lng,zipmatch,ziplat,ziplng,fsa
REXALL #7167,"107 - 15331 16 Ave., Surrey, BC  V4A 1R6, Canada",Hershverdhan Sodhi,(604) 536-4211,(604) 536-6864,107 - 15331 16 Ave.,Surrey,V4A 1R6,BC,805,"107 - 15331 16 Ave.
Surrey, BC  V4A 1R6
CANADA",0.4,49.03223,-122.82688,true,49.0385145601477,-122.83110874713,V4A
REXALL #7169,"Ocean Park Shopping Ctr.
12851 - 16th Ave., Surrey, BC  V4A 1N5, Canada",Jenny Creus-Winship,(604) 536-7611,(604) 536-4261,"Ocean Park Shopping Ctr.
12851 - 16th Ave.",Surrey,V4A 1N5,BC,806,"Ocean Park Shopping Ctr.
12851 - 16th Ave.
Surrey, BC  V4A 1N5
CANADA",-1.0,,,false,49.0385145601477,-122.83110874713,V4A
REXALL #7170,"#102 - 15451 Russell Ave, White Rock, BC  V4B 2R5, Canada",Chengyuan Bo,(604) 536-8225,(604) 536-8405,#102 - 15451 Russell Ave,White Rock,V4B 2R5,BC,807,"#102 - 15451 Russell Ave
White Rock, BC  V4B 2R5
CANADA",0.5,49.0292,-122.780686,true,49.025763880178,-122.805857270246,V4B
REXALL #7171,"1463 Johnston Rd, White Rock, BC  V4B 3Z4, Canada",Jason Howden,(604) 531-4636,(604) 531-9299,1463 Johnston Rd,White Rock,V4B 3Z4,BC,808,"1463 Johnston Rd
White Rock, BC  V4B 3Z4
CANADA",0.5,49.029286,-122.801112,true,49.025763880178,-122.805857270246,V4B
REXALL #7174,"499 Granville St, Vancouver, BC  V6C 1T1, Canada",Nicole Chaudhari,(604) 801-6991,(604) 801-6997,499 Granville St,Vancouver,V6C 1T1,BC,809,"499 Granville St
Vancouver, BC  V6C 1T1
CANADA",0.5,49.219898,-123.140105,false,49.2894310875513,-123.119462061727,V6C
REXALL #7175,"Victoria Medical Bldg.
1669 Victoria Street, Prince George, BC  V2L 2L5, Canada",Jeremy Comba,(250) 564-6666,(250) 562-5677,"Victoria Medical Bldg.
1669 Victoria Street",Prince George,V2L 2L5,BC,810,"Victoria Medical Bldg.
1669 Victoria Street
Prince George, BC  V2L 2L5
CANADA",0.5,53.923123,-122.806159,false,53.901696769238,-122.754683060269,V2L
REXALL #7177,"7143 W. Saanich Road, Brentwood Bay, BC  V8M 1P7, Canada",Mike March,(250) 652-8813,(250) 652-8537,7143 W. Saanich Road,Brentwood Bay,V8M 1P7,BC,811,"7143 W. Saanich Road
Brentwood Bay, BC  V8M 1P7
CANADA",0.5,48.696901,-123.457804,false,48.5816953672807,-123.422318363172,V8M
REXALL #7179,"3030 Skaha Lake Rd., Penticton, BC  V2A 7H2, Canada",Esha Grewal,(250) 493-8155,(250) 493-7577,3030 Skaha Lake Rd.,Penticton,V2A 7H2,BC,812,"3030 Skaha Lake Rd.
Penticton, BC  V2A 7H2
CANADA",0.5,49.463254,-119.587841,true,49.5074809335768,-119.66409208506,V2A
REXALL #7181,"1750 Dufferin Cres, Nanaimo, BC  V9S 0A4, Canada",Carmen Troje,(250) 753-6655,(250) 753-8945,1750 Dufferin Cres,Nanaimo,V9S 0A4,BC,813,"1750 Dufferin Cres
Nanaimo, BC  V9S 0A4
CANADA",0.1,49.184356,-123.958646,true,49.1894387656933,-123.963586439922,V9S
REXALL #7187,"1604 Cliffe Ave, Courtenay, BC  V9N 2K4, Canada",Kartik Patel,(250) 334-2481,(250) 338-9470,1604 Cliffe Ave,Courtenay,V9N 2K4,BC,814,"1604 Cliffe Ave
Courtenay, BC  V9N 2K4
CANADA",0.1,49.721265,-124.995004,true,49.5811802404716,-125.098398473739,V9N
REXALL #7191,"Southgate Centre
#116 - 50 - 10th Street, Nanaimo, BC  V9R 6L1, Canada",Munir Boghani,(250) 753-7195,(250) 753-9862,"Southgate Centre
#116 - 50 - 10th Street",Nanaimo,V9R 6L1,BC,815,"Southgate Centre
#116 - 50 - 10th Street
Nanaimo, BC  V9R 6L1
CANADA",1.0,49.16638,-123.94003,true,49.1637063144328,-123.977995931184,V9R
REXALL #7193,"2241 Louie Dr, Westbank, BC  V4T 3K3, Canada",Sajad War,(250) 768-1459,(250) 768-4038,2241 Louie Dr,Westbank,V4T 3K3,BC,816,"2241 Louie Dr
Westbank, BC  V4T 3K3
CANADA",0.5,49.839934,-119.618572,true,49.8539743713225,-119.62915661075,V4T
REXALL #7194,"9200 Mary St., Chilliwack, BC  V2P 4H6, Canada",Ranjit Sidhu,(604) 792-7334,(604) 792-7708,9200 Mary St.,Chilliwack,V2P 4H6,BC,817,"9200 Mary St.
Chilliwack, BC  V2P 4H6
CANADA",0.5,49.102246,-121.962567,false,49.1806404435609,-121.900229531001,V2P
REXALL BURNABY LTC,"Unit 208A - 3430 Brighton Ave, Burnaby, BC  V5A 3H4, Canada",Radfar Mousavi,(604) 215-2727,(604) 215-2725,Unit 208A - 3430 Brighton Ave,Burnaby,V5A 3H4,BC,818,"Unit 208A - 3430 Brighton Ave
Burnaby, BC  V5A 3H4
CANADA",1.0,49.26636,-122.95263,true,49.2687688423682,-122.929926374963,V5A
REXALL DRUG STORE #7117,"#103 - 4360 Lorimer Road
RR 4, Whistler, BC  V0N 1B4, Canada",Lynnette Chiu,(604) 932-2303,(604) 932-9755,"#103 - 4360 Lorimer Road
RR 4",Whistler,V0N 1B4,BC,819,"#103 - 4360 Lorimer Road
RR 4
Whistler, BC  V0N 1B4
CANADA",0.5,50.120474,-122.955808,true,50.2542502949516,-124.686309260507,V0N
REXALL DRUG STORE #7123,"103 - 1175 Cook St., Victoria, BC  V8V 4A1, Canada",Koji Shum,(250) 388-4481,(250) 388-4084,103 - 1175 Cook St.,Victoria,V8V 4A1,BC,820,"103 - 1175 Cook St.
Victoria, BC  V8V 4A1
CANADA",0.9,48.423904,-123.353364,true,48.4164754620851,-123.365138868897,V8V
REXALL DRUG STORE #7139,"102 - 1880 Island Hwy, Victoria, BC  V9B 1J2, Canada",Firas Madanat,(250) 478-1735,(250) 478-5508,102 - 1880 Island Hwy,Victoria,V9B 1J2,BC,821,"102 - 1880 Island Hwy
Victoria, BC  V9B 1J2
CANADA",0.5,48.447204,-123.465962,false,48.4827382013552,-123.506344576293,V9B
REXALL DRUG STORE #7152,"#107 - 15966 108 Ave, Surrey, BC  V4N 1J6, Canada",Jatinder Dhaliwal,(604) 588-8330,(604) 588-8342,#107 - 15966 108 Ave,Surrey,V4N 1J6,BC,822,"#107 - 15966 108 Ave
Surrey, BC  V4N 1J6
CANADA",0.5,49.198845,-122.786988,true,49.1719889564122,-122.734851508864,V4N
REXALL DRUG STORE #7182,"#1173 - 88 Pender St W
Vancouver, BC  V6B 6N9, #1173 - 88 Pender St W
Vancouver, BC  V6B 6N9, BC  V6B 6N9, Canada",David Young,(604) 683-4244,(604) 683-4248,"#1173 - 88 Pender St W
Vancouver, BC  V6B 6N9","#1173 - 88 Pender St W
Vancouver, BC  V6B 6N9",V6B 6N9,BC,823,"#1173 - 88 Pender St W
Vancouver, BC  V6B 6N9",0.8,49.280165,-123.102599,false,49.2803210570045,-123.113580759168,V6B
REXALL VICTORIA LTC,"Unit B
3388 Douglas St, Victoria, BC  V8Z 3L3, Canada",Hamid Mousavi,(250) 598-2123,(250) 598-1301,"Unit B
3388 Douglas St",Victoria,V8Z 3L3,BC,824,"Unit B
3388 Douglas St
Victoria, BC  V8Z 3L3
CANADA",1.0,48.43294,-123.3693,false,48.4960159700501,-123.400130211172,V8Z
RICHMOND MEDICAL PHARMACY,"#102 - 2020 Richmond Ave, Victoria, BC  V8R 6R5, Canada",Anne Louie,(250) 370-1166,(250) 370-5554,#102 - 2020 Richmond Ave,Victoria,V8R 6R5,BC,825,"#102 - 2020 Richmond Ave
Victoria, BC  V8R 6R5
CANADA",0.5,48.430537,-123.33022,true,48.4381324963723,-123.318423151507,V8R
RIDGEWAY PHARMACY REMEDY'SRX,"1057 Ridgeway Ave., Coquitlam, BC  V3J 1S6, Canada",Dinah Purewal,(604) 931-5252,(604) 931-8300,1057 Ridgeway Ave.,Coquitlam,V3J 1S6,BC,826,"1057 Ridgeway Ave.
Coquitlam, BC  V3J 1S6
CANADA",0.5,49.249722,-122.865528,true,49.2598783496103,-122.859911962369,V3J
RITECARE PHARMACY,"#103 - 12837 88 Ave, Surrey, BC  V3W 3K2, Canada",Ravinder Puri,(778) 565-5925,(778) 565-5926,#103 - 12837 88 Ave,Surrey,V3W 3K2,BC,827,"#103 - 12837 88 Ave
Surrey, BC  V3W 3K2
CANADA",0.5,49.16312,-122.792145,false,49.1410042095061,-122.856837478998,V3W
RITECARE PHARMACY #2,"110 - 18438 64 Ave, Surrey, BC  V3S 1E9, Canada",Shiv Sharma,(604) 372-3388,(604) 372-3387,110 - 18438 64 Ave,Surrey,V3S 1E9,BC,828,"110 - 18438 64 Ave
Surrey, BC  V3S 1E9
CANADA",0.5,49.119581,-122.708741,true,49.117611016862,-122.754853365374,V3S
ROBIN'S PHARMACY,"908 Commercial Dr, Vancouver, BC  V5L 3W7, Canada",Kimberly Chin,(604) 876-3784,(604) 876-3766,908 Commercial Dr,Vancouver,V5L 3W7,BC,829,"908 Commercial Dr
Vancouver, BC  V5L 3W7
CANADA",0.1,49.237983,-123.068585,false,49.2798017113471,-123.066047262467,V5L
ROSE PHARMACY,"1483 Marine Dr, West Vancouver, BC  V7T 1B8, Canada",Frough Khakpour,(604) 281-4199,(604) 281-4198,1483 Marine Dr,West Vancouver,V7T 1B8,BC,830,"1483 Marine Dr
West Vancouver, BC  V7T 1B8
CANADA",0.5,49.351186,-123.266198,false,49.3311374603051,-123.1402706122,V7T
ROSE VALLEY PHARMACY REMEDY'SRX,"102 - 1135 Stevens Rd, West Kelowna, BC  V1Z 2S8, Canada",Sarah Pelka,(778) 755-6715,(778) 755-6153,102 - 1135 Stevens Rd,West Kelowna,V1Z 2S8,BC,831,"102 - 1135 Stevens Rd
West Kelowna, BC  V1Z 2S8
CANADA",0.9,49.865842,-119.563781,true,49.9151554494601,-119.741065669258,V1Z
ROYAL CITY DRUGS,"708 Sixth Street, New Westminster, BC  V3L 3C5, Canada",James Hodgson,(604) 525-9607,(604) 520-1857,708 Sixth Street,New Westminster,V3L 3C5,BC,832,"708 Sixth Street
New Westminster, BC  V3L 3C5
CANADA",-1.0,,,false,49.2211306947569,-122.898883878006,V3L
ROYAL JUBILEE PRESCRIPTIONS,"DT 1200 - 1952 Bay St, Victoria, BC  V8R 1J8, Canada",Maia Kozak,(250) 370-8153,(250) 519-1823,DT 1200 - 1952 Bay St,Victoria,V8R 1J8,BC,833,"DT 1200 - 1952 Bay St
Victoria, BC  V8R 1J8
CANADA",1.0,48.43294,-123.3693,false,48.4381324963723,-123.318423151507,V8R
RUTLAND MEDICAL PHARMACY,"#203 - 285 Aurora Cres., Kelowna, BC  V1X 7N6, Canada",Gurpal Deol,(778) 753-7070,(778) 753-7071,#203 - 285 Aurora Cres.,Kelowna,V1X 7N6,BC,834,"#203 - 285 Aurora Cres.
Kelowna, BC  V1X 7N6
CANADA",0.5,49.888993,-119.395652,true,50.0457888438254,-119.291583751319,V1X
RX COUNTER,"2nd Floor
1133 - 11871 Horseshoe Way, Richmond, BC  V7A 5H5, Canada",Wilfred Mak,(604) 275-3279,(604) 275-2976,"2nd Floor
1133 - 11871 Horseshoe Way",Richmond,V7A 5H5,BC,835,"2nd Floor
1133 - 11871 Horseshoe Way
Richmond, BC  V7A 5H5
CANADA",0.33,49.17003,-123.13683,false,49.1175658178701,-123.117052820606,V7A
RX DRUG MART #1000,"Box 248
418 Yellowhead Hwy, Burns Lake, BC  V0J 1E0, Canada",Melanie Paulino Reis,(250) 692-7531,(250) 692-7398,"Box 248
418 Yellowhead Hwy",Burns Lake,V0J 1E0,BC,836,"Box 248
418 Yellowhead Hwy
Burns Lake, BC  V0J 1E0
CANADA",1.0,54.2331,-125.7533,true,55.2162327988988,-126.402446521042,V0J
RX DRUG MART #1001,"188 East Stewart St
Box 160, Vanderhoof, BC  V0J 3A0, Canada",Ankur Pipaliya,(250) 567-2281,(250) 567-3934,"188 East Stewart St
Box 160",Vanderhoof,V0J 3A0,BC,837,"188 East Stewart St
Box 160
Vanderhoof, BC  V0J 3A0
CANADA",0.33,54.01657,-124.01982,true,55.2162327988988,-126.402446521042,V0J
RX DRUG MART #1002,"5740 Teredo St
PO Box 21001, Sechelt, BC  V0N 3A0, Canada",Devang Patel,(604) 885-9833,(604) 885-1071,"5740 Teredo St
PO Box 21001",Sechelt,V0N 3A0,BC,838,"5740 Teredo St
PO Box 21001
Sechelt, BC  V0N 3A0
CANADA",0.5,49.471423,-123.756351,true,50.2542502949516,-124.686309260507,V0N
RX DRUG MART #1003,"#1 - 370 Trans Canada Highway, Ladysmith, BC  V9G 1T9, Canada",Erin Liebich,(250) 245-7184,(250) 245-5734,#1 - 370 Trans Canada Highway,Ladysmith,V9G 1T9,BC,839,"#1 - 370 Trans Canada Highway
Ladysmith, BC  V9G 1T9
CANADA",0.33,48.99016,-123.81699,true,49.0150177238489,-123.868882436458,V9G
RX PHARMACHOICE PHARMACY,"503 - 22259 48 Ave, Langley, BC  V3A 8T1, Canada",Shaymaa Elbaharia,(604) 534-2841,(604) 534-3250,503 - 22259 48 Ave,Langley,V3A 8T1,BC,840,"503 - 22259 48 Ave
Langley, BC  V3A 8T1
CANADA",0.9,49.090338,-122.607402,true,49.0938916038864,-122.647453561111,V3A
RX RAM PHARMACY SPECIALISTS (MILLSTONE),"104 - 1621 Dufferin Cres, Nanaimo, BC  V9S 5T4, Canada",David Ram,(250) 591-0144,(250) 591-0145,104 - 1621 Dufferin Cres,Nanaimo,V9S 5T4,BC,841,"104 - 1621 Dufferin Cres
Nanaimo, BC  V9S 5T4
CANADA",0.1,49.184356,-123.958646,true,49.1894387656933,-123.963586439922,V9S
RX RAM PHARMACY SPECIALISTS (SEVEN SAILS),"103 - 1629 Townsite Rd, Nanaimo, BC  V9S 1N3, Canada",Anil Ram,(250) 714-0703,(250) 714-1807,103 - 1629 Townsite Rd,Nanaimo,V9S 1N3,BC,842,"103 - 1629 Townsite Rd
Nanaimo, BC  V9S 1N3
CANADA",0.5,49.179892,-123.969068,true,49.1894387656933,-123.963586439922,V9S
RXCARE PHARMACY & COMPOUNDING,"4695 Canada Way, Burnaby, BC  V5G 1K8, Canada",Lisa Patel,(604) 428-7911,(604) 428-7912,4695 Canada Way,Burnaby,V5G 1K8,BC,843,"4695 Canada Way
Burnaby, BC  V5G 1K8
CANADA",0.5,49.224089,-122.940994,false,49.2493050777976,-122.993815083006,V5G
RXSAVE PHARMACY #2,"27265 Fraser Hwy, Aldergrove, BC  V4W 3P9, Canada",Monica Seo,(604) 856-6628,(604) 856-6638,27265 Fraser Hwy,Aldergrove,V4W 3P9,BC,844,"27265 Fraser Hwy
Aldergrove, BC  V4W 3P9
CANADA",0.33,59.785092,-134.944639,false,49.0691909915976,-122.502340746887,V4W
SAFEMED PHARMACY,"852 Marine Dr, North Vancouver, BC  V7P 1M5, Canada",Parisa Hosseini,(604) 770-4414,(604) 770-4415,852 Marine Dr,North Vancouver,V7P 1M5,BC,845,"852 Marine Dr
North Vancouver, BC  V7P 1M5
CANADA",0.5,49.323864,-123.102143,true,49.3222098212917,-123.113622357888,V7P
SAFEWAY PHARMACY #4900,"10355 King George Blvd, Surrey, BC  V3T 2W6, Canada",Thomas Chan,(604) 584-7812,(604) 584-7197,10355 King George Blvd,Surrey,V3T 2W6,BC,846,"10355 King George Blvd
Surrey, BC  V3T 2W6
CANADA",0.5,49.152089,-122.841664,false,49.190394728448,-122.848462790325,V3T
SAFEWAY PHARMACY #4901,"2733 West Broadway, Vancouver, BC  V6K 2G5, Canada",Andrew McLachlan,(604) 732-5030,(604) 732-5722,2733 West Broadway,Vancouver,V6K 2G5,BC,847,"2733 West Broadway
Vancouver, BC  V6K 2G5
CANADA",0.9,49.264498,-123.167389,true,49.265317263409,-123.165649863759,V6K
SAFEWAY PHARMACY #4902,"#500 - 2339 Hwy 97 N, Kelowna, BC  V1X 4H9, Canada",Melissa Keith,(250) 860-4431,(250) 860-2584,#500 - 2339 Hwy 97 N,Kelowna,V1X 4H9,BC,848,"#500 - 2339 Hwy 97 N
Kelowna, BC  V1X 4H9
CANADA",0.5,49.885994,-119.425878,true,50.0457888438254,-119.291583751319,V1X
SAFEWAY PHARMACY #4903,"6401 - 120th Street, Delta, BC  V4E 3G3, Canada",Kenneth Kim,(604) 596-5634,(604) 590-8296,6401 - 120th Street,Delta,V4E 3G3,BC,849,"6401 - 120th Street
Delta, BC  V4E 3G3
CANADA",0.5,49.150454,-122.89155,false,49.1187964384885,-122.903580634172,V4E
SAFEWAY PHARMACY #4905,"Westview Shopping Centre
#780 - 2601 Westview Dr, North Vancouver, BC  V7N 3X4, Canada",Guissou Adl Golchin,(604) 988-4476,(604) 988-5853,"Westview Shopping Centre
#780 - 2601 Westview Dr",North Vancouver,V7N 3X4,BC,850,"Westview Shopping Centre
#780 - 2601 Westview Dr
North Vancouver, BC  V7N 3X4
CANADA",0.1,49.326389,-123.089469,false,49.3669503539743,-123.061702768441,V7N
SAFEWAY PHARMACY #4906,"3417 - 30th Avenue, Vernon, BC  V1T 2E3, Canada",Andreas Ortmayr,(250) 542-8008,(250) 542-5569,3417 - 30th Avenue,Vernon,V1T 2E3,BC,851,"3417 - 30th Avenue
Vernon, BC  V1T 2E3
CANADA",0.5,50.264568,-119.270722,true,50.2582379440731,-119.280102978158,V1T
SAFEWAY PHARMACY #4908,"1766 Robson St, Vancouver, BC  V6G 1E2, Canada",Tri Nguyen,(604) 683-0202,(604) 683-5057,1766 Robson St,Vancouver,V6G 1E2,BC,852,"1766 Robson St
Vancouver, BC  V6G 1E2
CANADA",0.9,49.290819,-123.13506,true,49.2990081073721,-123.140823913795,V6G
SAFEWAY PHARMACY #4909,"5385 Headland Drive, West Vancouver, BC  V7W 3E7, Canada",Mohamed Nathoo,(604) 926-2034,(604) 926-2539,5385 Headland Drive,West Vancouver,V7W 3E7,BC,853,"5385 Headland Drive
West Vancouver, BC  V7W 3E7
CANADA",0.5,49.343541,-123.257935,true,49.4633666350546,-122.85086737988,V7W
SAFEWAY PHARMACY #4911,"4440 Hastings St, Burnaby, BC  V5C 2K2, Canada",Brian Louie,(604) 205-7497,(604) 205-5876,4440 Hastings St,Burnaby,V5C 2K2,BC,854,"4440 Hastings St
Burnaby, BC  V5C 2K2
CANADA",0.5,49.280985,-122.997475,true,49.2766738428469,-123.007422486654,V5C
SAFEWAY PHARMACY #4912,"20871 Fraser Hwy, Langley, BC  V3A 4G7, Canada",Karim Gabra,(604) 534-4245,(604) 534-4276,20871 Fraser Hwy,Langley,V3A 4G7,BC,855,"20871 Fraser Hwy
Langley, BC  V3A 4G7
CANADA",0.33,49.10107,-122.65883,true,49.0938916038864,-122.647453561111,V3A
SAFEWAY PHARMACY #4913,"6564 Hastings St., Burnaby, BC  V5B 1S2, Canada",Clement Ng,(604) 291-0118,(604) 291-1339,6564 Hastings St.,Burnaby,V5B 1S2,BC,856,"6564 Hastings St.
Burnaby, BC  V5B 1S2
CANADA",0.5,49.280985,-122.997475,false,49.277456488432,-122.975964564566,V5B
SAFEWAY PHARMACY #4914,"#700 - 15355 - 24th Ave, Surrey, BC  V4A 2H9, Canada",Zahirudin Shivji,(604) 535-8879,(604) 535-2226,#700 - 15355 - 24th Ave,Surrey,V4A 2H9,BC,857,"#700 - 15355 - 24th Ave
Surrey, BC  V4A 2H9
CANADA",0.4,49.045534,-122.782769,false,49.0385145601477,-122.83110874713,V4A
SAFEWAY PHARMACY #4916,"750 Fortune Drive, Kamloops, BC  V2B 2L2, Canada",Mike Loukianoff,(250) 376-9672,(250) 376-7701,750 Fortune Drive,Kamloops,V2B 2L2,BC,858,"750 Fortune Drive
Kamloops, BC  V2B 2L2
CANADA",0.9,50.699531,-120.362355,true,50.7712259558824,-120.375253448043,V2B
SAFEWAY PHARMACY #4917,"800 McBride Blvd, New Westminster, BC  V3L 2B8, Canada",Joanne Hui,(604) 516-6547,(604) 516-6247,800 McBride Blvd,New Westminster,V3L 2B8,BC,859,"800 McBride Blvd
New Westminster, BC  V3L 2B8
CANADA",0.5,49.224175,-122.916321,true,49.2211306947569,-122.898883878006,V3L
SAFEWAY PHARMACY #4918,"6153 - 200th Street, Langley, BC  V2Y 1A2, Canada",Randi Wood,(604) 530-6131,(604) 530-9117,6153 - 200th Street,Langley,V2Y 1A2,BC,860,"6153 - 200th Street
Langley, BC  V2Y 1A2
CANADA",0.4,49.164395,-122.6685,false,49.1277794033672,-122.621185397052,V2Y
SAFEWAY PHARMACY #4919,"4300  32 St, Vernon, BC  V1T 9H1, Canada",Tosha Mallette,(250) 542-0313,(250) 542-2166,4300  32 St,Vernon,V1T 9H1,BC,861,"4300  32 St
Vernon, BC  V1T 9H1
CANADA",0.5,50.265318,-119.272264,true,50.2582379440731,-119.280102978158,V1T
SAFEWAY PHARMACY #4920,"8870 - 152nd Street, Surrey, BC  V3R 4E4, Canada",Chihyun Kim,(604) 589-5226,(604) 589-3717,8870 - 152nd Street,Surrey,V3R 4E4,BC,862,"8870 - 152nd Street
Surrey, BC  V3R 4E4
CANADA",0.4,49.038359,-122.799908,false,49.1963107379805,-122.824169757623,V3R
SAFEWAY PHARMACY #4924,"1599 - 2nd Avenue, Trail, BC  V1R 1M3, Canada",Lee Boyer,(250) 368-3790,(250) 368-3513,1599 - 2nd Avenue,Trail,V1R 1M3,BC,863,"1599 - 2nd Avenue
Trail, BC  V1R 1M3
CANADA",0.5,49.281903,-117.214998,false,49.131625164181,-117.87778874206,V1R
SAFEWAY PHARMACY #4925,"445 Reid Street, Quesnel, BC  V2J 2M7, Canada",Jessica Joly,(250) 992-6898,(250) 992-6147,445 Reid Street,Quesnel,V2J 2M7,BC,864,"445 Reid Street
Quesnel, BC  V2J 2M7
CANADA",0.33,52.97842,-122.4931,true,53.0444718101502,-122.815625285789,V2J
SAFEWAY PHARMACY #4927,"1038 Austin Ave, Coquitlam, BC  V3K 3P3, Canada",Elsie Lee,(604) 939-1764,(604) 939-7007,1038 Austin Ave,Coquitlam,V3K 3P3,BC,865,"1038 Austin Ave
Coquitlam, BC  V3K 3P3
CANADA",0.5,49.249057,-122.829877,false,49.2364668900624,-122.852141086465,V3K
SAFEWAY PHARMACY #4928,"200  2nd Ave W, Prince Rupert, BC  V8J 1G5, Canada",Robert McDonald,(250) 627-8129,(250) 627-4971,200  2nd Ave W,Prince Rupert,V8J 1G5,BC,866,"200  2nd Ave W
Prince Rupert, BC  V8J 1G5
CANADA",0.5,54.314893,-130.323269,true,54.4609521283853,-130.005917345084,V8J
SAFEWAY PHARMACY #4930,"#220 - 800 Carnarvon St, New Westminster, BC  V3M 0G3, Canada",Tiffany Gore,(604) 522-2069,(604) 522-2843,#220 - 800 Carnarvon St,New Westminster,V3M 0G3,BC,867,"#220 - 800 Carnarvon St
New Westminster, BC  V3M 0G3
CANADA",0.5,49.202713,-122.911419,true,49.1984065446815,-122.934408509512,V3M
SAFEWAY PHARMACY #4931,"3410 Kingsway, Vancouver, BC  V5R 5L4, Canada",Jordan Wang,(604) 439-1050,(604) 439-9611,3410 Kingsway,Vancouver,V5R 5L4,BC,868,"3410 Kingsway
Vancouver, BC  V5R 5L4
CANADA",0.9,49.23171,-123.031877,true,49.2397224547093,-123.040753717645,V5R
SAFEWAY PHARMACY #4932,"#100 - 32500 S. Fraser Way, Abbotsford, BC  V2T 4W1, Canada",Tom Liu,(604) 852-3558,(604) 852-5660,#100 - 32500 S. Fraser Way,Abbotsford,V2T 4W1,BC,869,"#100 - 32500 S. Fraser Way
Abbotsford, BC  V2T 4W1
CANADA",0.5,49.051692,-122.331194,true,49.0391641015515,-122.347843226749,V2T
SAFEWAY PHARMACY #4933,"945 W. Columbia, Kamloops, BC  V2C 1L5, Canada",Lisa Smillie,(250) 372-1994,(250) 374-9167,945 W. Columbia,Kamloops,V2C 1L5,BC,870,"945 W. Columbia
Kamloops, BC  V2C 1L5
CANADA",0.33,50.66648,-120.3192,true,50.5376609383254,-120.011225685599,V2C
SAFEWAY PHARMACY #4934,"1682 Davie St, Vancouver, BC  V6G 1V9, Canada",Gordana Vukicevic,(604) 669-8131,(604) 669-0779,1682 Davie St,Vancouver,V6G 1V9,BC,871,"1682 Davie St
Vancouver, BC  V6G 1V9
CANADA",0.5,49.21709,-123.064673,false,49.2990081073721,-123.140823913795,V6G
SAFEWAY PHARMACY #4935,"7450 - 120th Street, Surrey, BC  V3W 3M9, Canada",Harjit Dhillon,(604) 594-9866,(604) 594-1167,7450 - 120th Street,Surrey,V3W 3M9,BC,872,"7450 - 120th Street
Surrey, BC  V3W 3M9
CANADA",0.4,49.178077,-122.888808,false,49.1410042095061,-122.856837478998,V3W
SAFEWAY PHARMACY #4936,"#1100 - 2850 Shaughnessy St., Port Coquitlam, BC  V3C 6K5, Canada",Angela Wong,(604) 945-7018,(604) 945-6242,#1100 - 2850 Shaughnessy St.,Port Coquitlam,V3C 6K5,BC,873,"#1100 - 2850 Shaughnessy St.
Port Coquitlam, BC  V3C 6K5
CANADA",0.5,49.227289,-122.795615,true,49.2434793968836,-122.786754985938,V3C
SAFEWAY PHARMACY #4938,"45850 Yale Rd W, Chilliwack, BC  V2P 2N9, Canada",Derek Soochan,(604) 795-6092,(604) 795-6034,45850 Yale Rd W,Chilliwack,V2P 2N9,BC,874,"45850 Yale Rd W
Chilliwack, BC  V2P 2N9
CANADA",0.5,49.15502,-121.961339,true,49.1806404435609,-121.900229531001,V2P
SAFEWAY PHARMACY #4939,"12825 - 16th Ave, Surrey, BC  V4A 1N5, Canada",Dominika Kincer,(604) 531-9694,(604) 531-2602,12825 - 16th Ave,Surrey,V4A 1N5,BC,875,"12825 - 16th Ave
Surrey, BC  V4A 1N5
CANADA",0.4,49.03223,-122.82688,true,49.0385145601477,-122.83110874713,V4A
SAFEWAY PHARMACY #4940,"#185 - 650 West 41st Ave, Vancouver, BC  V5Z 2M9, Canada",Peter Ko,(604) 263-5502,(604) 263-1547,#185 - 650 West 41st Ave,Vancouver,V5Z 2M9,BC,876,"#185 - 650 West 41st Ave
Vancouver, BC  V5Z 2M9
CANADA",0.9,49.232065,-123.118855,true,49.247477087961,-123.121233343796,V5Z
SAFEWAY PHARMACY #4941,"990 West 25th Ave., Vancouver, BC  V5Z 2E2, Canada",David Dong,(604) 733-9342,(604) 733-7551,990 West 25th Ave.,Vancouver,V5Z 2E2,BC,877,"990 West 25th Ave.
Vancouver, BC  V5Z 2E2
CANADA",0.4,49.247912,-123.023814,false,49.247477087961,-123.121233343796,V5Z
SAFEWAY PHARMACY #4942,"2315 West 4th Ave., Vancouver, BC  V6K 1P2, Canada",Nindy Badesha,(604) 737-7463,(604) 737-4919,2315 West 4th Ave.,Vancouver,V6K 1P2,BC,878,"2315 West 4th Ave.
Vancouver, BC  V6K 1P2
CANADA",0.9,49.268469,-123.157857,true,49.265317263409,-123.165649863759,V6K
SAFEWAY PHARMACY #4946,"4655 Lakelse Ave., Terrace, BC  V8G 1R3, Canada",Eric Durando,(250) 635-1375,(250) 635-9079,4655 Lakelse Ave.,Terrace,V8G 1R3,BC,879,"4655 Lakelse Ave.
Terrace, BC  V8G 1R3
CANADA",0.33,54.51634,-128.60345,true,54.5555971091863,-128.607046210696,V8G
SAFEWAY PHARMACY #4947,"4189 Yew St, Vancouver, BC  V6L 0B4, Canada",Ted Mah,(604) 731-9611,(604) 731-6730,4189 Yew St,Vancouver,V6L 0B4,BC,880,"4189 Yew St
Vancouver, BC  V6L 0B4
CANADA",0.5,49.229929,-123.15868,false,49.2494762920541,-123.164322725527,V6L
